65
0	0.000681495	0.000742906	0.000771213	0.000791874	0.000809846	0.000827182	0.00084479	0.000863013	0.000881887	0.000901262	0.000920873	0.000940379	0.000959389	0.000977478	0.000994203	0.00100911	0.00102173	0.0010316	0.00103826	0.00104126	0.00104014	0.00103447	0.00102382	0.00100778	0.000985953	0.000957956	0.00092344	0.000882083	0.000833598	0.000777745	0.000714336	0.00064325	0.000564445	0.00047797	0.000383978	0.000282744	0.000174673	6.03147e-05	-5.96339e-05	-0.000184322	-0.000312748	-0.000443773	-0.000576133	-0.000708467	-0.000839344	-0.0009673	-0.00109088	-0.00120867	-0.00131933	-0.00142162	-0.00151441	-0.00159665	-0.00166737	-0.00172559	-0.00177032	-0.00180047	-0.00181504	-0.00181337	-0.0017959	-0.0017653	-0.00172689	-0.00168157	-0.00140297	1	
0	0.00116324	0.00146377	0.00154697	0.00157626	0.00159447	0.00161341	0.00163613	0.00166288	0.00169302	0.00172555	0.00175935	0.00179326	0.00182614	0.00185685	0.00188424	0.00190721	0.00192466	0.00193552	0.00193874	0.00193328	0.00191813	0.00189233	0.00185491	0.00180495	0.00174157	0.00166392	0.00157118	0.00146258	0.00133742	0.00119504	0.00103488	0.000856439	0.000659331	0.000443272	0.000208103	-4.62108e-05	-0.000319574	-0.00061177	-0.000922487	-0.00125135	-0.00159801	-0.00196222	-0.00234399	-0.0027438	-0.0031629	-0.0036037	-0.00407032	-0.00456936	-0.00511104	-0.00571068	-0.00639104	-0.00718562	-0.0081436	-0.00933725	-0.0108729	-0.0129065	-0.0156625	-0.0194423	-0.0245429	-0.0306907	-0.0339418	-0.0100038	0.170533	1	
0	0.00122843	0.00173594	0.00192456	0.00199146	0.00201784	0.00203492	0.0020538	0.00207759	0.00210623	0.00213844	0.00217248	0.00220651	0.00223868	0.00226719	0.00229028	0.00230625	0.00231347	0.00231033	0.00229526	0.00226677	0.00222338	0.00216366	0.00208622	0.00198972	0.00187284	0.00173432	0.00157295	0.00138755	0.001177	0.000940212	0.000676179	0.000383934	6.25705e-05	-0.000288765	-0.00067088	-0.00108455	-0.00153057	-0.00200977	-0.00252311	-0.00307182	-0.00365751	-0.00428245	-0.00494988	-0.00566446	-0.00643288	-0.00726473	-0.00817366	-0.00917899	-0.0103079	-0.0115987	-0.0131045	-0.0148994	-0.0170855	-0.0198013	-0.0232293	-0.0275929	-0.033115	-0.0398458	-0.0470567	-0.0511799	-0.0387897	0.0361656	0.306902	1	
0	0.00115313	0.00174002	0.00200477	0.0021129	0.00215391	0.00217095	0.00218295	0.00219708	0.00221502	0.00223596	0.00225808	0.00227914	0.00229683	0.00230883	0.00231289	0.00230684	0.00228858	0.00225607	0.00220735	0.00214049	0.00205363	0.00194499	0.00181279	0.00165534	0.00147097	0.00125807	0.00101505	0.00074038	0.000432539	9.00426e-05	-0.000288583	-0.000704807	-0.00116011	-0.00165603	-0.00219415	-0.0027762	-0.0034041	-0.00408008	-0.0048068	-0.00558755	-0.00642651	-0.00732916	-0.00830268	-0.00935669	-0.0105041	-0.0117623	-0.0131549	-0.0147134	-0.0164805	-0.0185133	-0.0208874	-0.023702	-0.0270829	-0.0311821	-0.0361618	-0.0421389	-0.049024	-0.0560836	-0.0607643	-0.0555459	-0.0197702	0.0985768	0.403396	1	
0	0.00102114	0.00159791	0.00189026	0.00202253	0.00207418	0.00208996	0.00209263	0.00209237	0.00209267	0.00209358	0.00209355	0.00209029	0.00208122	0.00206372	0.00203519	0.00199311	0.00193501	0.00185852	0.00176134	0.00164123	0.00149602	0.0013236	0.00112191	0.00088895	0.000622765	0.00032144	-1.69095e-05	-0.000394143	-0.000812113	-0.00127268	-0.00177773	-0.00232921	-0.00292917	-0.00357978	-0.00428344	-0.00504283	-0.00586103	-0.00674166	-0.00768911	-0.00870877	-0.00980736	-0.0109934	-0.0122779	-0.013675	-0.0152029	-0.0168855	-0.0187539	-0.0208481	-0.0232202	-0.0259362	-0.0290787	-0.032747	-0.0370522	-0.0420987	-0.047935	-0.0544323	-0.0609988	-0.0659135	-0.0647827	-0.0470365	0.0114012	0.15957	0.473169	1	
0	0.000858482	0.00137383	0.00165378	0.00178789	0.00183969	0.00184905	0.00183852	0.00181939	0.00179624	0.00176991	0.00173921	0.00170197	0.00165555	0.00159719	0.00152407	0.00143341	0.00132251	0.00118875	0.00102956	0.000842457	0.000625033	0.000374936	8.98753e-05	-0.000232383	-0.000594024	-0.000997198	-0.00144402	-0.00193662	-0.00247709	-0.00306762	-0.00371042	-0.00440784	-0.00516239	-0.00597682	-0.00685419	-0.00779801	-0.00881236	-0.00990209	-0.011073	-0.0123323	-0.0136888	-0.0151535	-0.0167402	-0.0184663	-0.0203536	-0.02243	-0.02473	-0.0272971	-0.0301843	-0.0334554	-0.0371831	-0.0414429	-0.0462973	-0.0517566	-0.057695	-0.0636693	-0.0685334	-0.0696255	-0.0610773	-0.0304609	0.0469603	0.214176	0.525684	1	
0	0.000678904	0.0011031	0.00134232	0.00145815	0.00149779	0.00149332	0.00146435	0.00142154	0.00136965	0.00130987	0.00124131	0.00116193	0.00106917	0.00096018	0.000832051	0.000681868	0.000506763	0.000303932	7.06432e-05	-0.000195765	-0.000497881	-0.000838224	-0.00121925	-0.00164335	-0.00211287	-0.00263011	-0.00319736	-0.00381689	-0.004491	-0.00522205	-0.0060125	-0.00686496	-0.00778227	-0.00876758	-0.00982445	-0.010957	-0.01217	-0.0134692	-0.0148615	-0.0163552	-0.0179605	-0.01969	-0.0215591	-0.0235868	-0.0257964	-0.0282164	-0.030881	-0.0338311	-0.0371134	-0.0407788	-0.044876	-0.0494389	-0.054458	-0.0598229	-0.0652079	-0.069843	-0.0720624	-0.0684206	-0.052011	-0.00951827	0.0829124	0.261863	0.566673	1	
0	0.000490537	0.000805982	0.000985288	0.00106692	0.00108291	0.00105665	0.00100337	0.00093182	0.000846135	0.000747384	0.000634747	0.000506301	0.000359516	0.000191564	-5.09925e-07	-0.000219688	-0.000468928	-0.000751136	-0.00106915	-0.00142574	-0.0018236	-0.00226535	-0.00275352	-0.0032906	-0.003879	-0.0045211	-0.00521923	-0.00597574	-0.00679299	-0.0076734	-0.00861954	-0.00963412	-0.0107201	-0.011881	-0.0131203	-0.0144428	-0.0158534	-0.0173584	-0.0189652	-0.0206827	-0.0225217	-0.0244953	-0.0266192	-0.0289122	-0.0313968	-0.0340994	-0.0370501	-0.0402822	-0.0438298	-0.0477229	-0.0519768	-0.0565719	-0.0614148	-0.0662645	-0.0705932	-0.0733247	-0.0723447	-0.0636019	-0.0395313	0.0133997	0.117437	0.303358	0.599645	1	
0	0.000297883	0.000494083	0.000600744	0.000636295	0.000618977	0.000563478	0.00048001	0.000374682	0.000250364	0.000107611	-5.45607e-05	-0.000238097	-0.000445506	-0.000679599	-0.000943332	-0.00123971	-0.00157172	-0.00194231	-0.00235436	-0.00281069	-0.00331402	-0.00386698	-0.00447214	-0.00513196	-0.00584884	-0.00662512	-0.00746309	-0.00836502	-0.00933322	-0.01037	-0.0114779	-0.0126596	-0.013918	-0.0152564	-0.0166786	-0.018189	-0.0197929	-0.0214964	-0.023307	-0.0252335	-0.0272865	-0.0294786	-0.0318244	-0.0343413	-0.0370488	-0.0399689	-0.0431244	-0.0465374	-0.0502249	-0.0541908	-0.0584109	-0.0628068	-0.0671971	-0.0712107	-0.0741293	-0.0746044	-0.0701519	-0.0562761	-0.0250476	0.0368581	0.149809	0.339603	0.626816	1	
0	0.000103229	0.000173899	0.000199504	0.000180362	0.000122036	3.08219e-05	-8.82804e-05	-0.000232201	-0.000399722	-0.000591118	-0.000807749	-0.00105171	-0.00132554	-0.00163205	-0.00197419	-0.00235495	-0.00277731	-0.00324421	-0.00375852	-0.00432301	-0.00494039	-0.00561323	-0.00634401	-0.0071351	-0.00798877	-0.00890721	-0.00989254	-0.0109468	-0.0120722	-0.0132707	-0.0145446	-0.0158964	-0.0173286	-0.0188443	-0.020447	-0.0221409	-0.0239308	-0.0258226	-0.0278231	-0.0299406	-0.0321846	-0.0345665	-0.0370989	-0.0397962	-0.0426737	-0.0457468	-0.049029	-0.0525287	-0.0562429	-0.0601462	-0.0641728	-0.0681837	-0.0719105	-0.0748583	-0.0761355	-0.0741581	-0.0661457	-0.0472919	-0.0095188	0.060034	0.179825	0.371457	0.649648	1	
