33
0	2.60524e-05	3.15124e-05	3.37263e-05	3.51839e-05	3.62043e-05	3.68816e-05	3.72289e-05	3.7229e-05	3.68558e-05	3.60841e-05	3.48943e-05	3.32752e-05	3.12248e-05	2.87506e-05	2.58698e-05	2.26085e-05	1.9001e-05	1.50892e-05	1.0922e-05	6.55424e-06	2.04726e-06	-2.52954e-06	-7.09401e-06	-1.15412e-05	-1.57256e-05	-1.94355e-05	-2.23707e-05	-2.41579e-05	-2.44827e-05	-2.33785e-05	-1.90957e-05	1	
0	1.26561e-05	-0.000384357	-0.000897372	-0.00142257	-0.0019233	-0.00238621	-0.00280534	-0.00317646	-0.0034952	-0.00375672	-0.00395618	-0.0040895	-0.00415446	-0.00415186	-0.00408693	-0.00397085	-0.00382247	-0.00367046	-0.00355617	-0.00353788	-0.00369716	-0.00414844	-0.00505281	-0.00663546	-0.00920143	-0.0131247	-0.0187094	-0.0254794	-0.0287907	-0.00309629	0.178189	1	
0	-0.000408896	-0.00150629	-0.00284347	-0.00421948	-0.0055459	-0.00678259	-0.00790844	-0.00890859	-0.00976942	-0.0104772	-0.0110186	-0.0113827	-0.0115633	-0.0115616	-0.0113902	-0.0110762	-0.0106657	-0.0102287	-0.00986475	-0.00971082	-0.00995178	-0.0108326	-0.0126694	-0.0158454	-0.0207523	-0.0275612	-0.0354776	-0.0404144	-0.027709	0.0496616	0.320022	1	
0	-0.00129861	-0.00337142	-0.00574735	-0.00817486	-0.010524	-0.0127258	-0.0147394	-0.0165348	-0.0180852	-0.0193645	-0.020348	-0.0210151	-0.0213525	-0.02136	-0.0210553	-0.0204802	-0.0197071	-0.0188455	-0.01805	-0.0175277	-0.0175462	-0.0184366	-0.0205793	-0.0243396	-0.0298706	-0.0365791	-0.0417551	-0.0371526	-0.000859116	0.119067	0.420587	1	
0	-0.00259574	-0.00589422	-0.00947532	-0.013084	-0.0165708	-0.0198464	-0.0228514	-0.0255397	-0.0278695	-0.0297998	-0.0312916	-0.032311	-0.0328343	-0.0328549	-0.0323906	-0.0314917	-0.030249	-0.0288017	-0.0273439	-0.0261297	-0.0254721	-0.0257276	-0.0272443	-0.0302237	-0.0343807	-0.0381568	-0.0369711	-0.0195296	0.0391232	0.186955	0.493631	1	
0	-0.00420986	-0.0089388	-0.0138528	-0.0187265	-0.0234137	-0.0278165	-0.0318638	-0.0354953	-0.0386539	-0.0412825	-0.0433249	-0.0447301	-0.0454587	-0.0454916	-0.044839	-0.0435508	-0.0417251	-0.0395163	-0.0371399	-0.0348709	-0.0330321	-0.0319561	-0.0318957	-0.0328171	-0.0339513	-0.0328527	-0.0235244	0.00700649	0.0838436	0.248241	0.549109	1	
0	-0.00604678	-0.0123556	-0.0186911	-0.0248785	-0.0307924	-0.0363401	-0.0414459	-0.0460401	-0.0500515	-0.053406	-0.0560273	-0.0578431	-0.0587924	-0.058836	-0.0579678	-0.0562265	-0.0537055	-0.0505604	-0.0470106	-0.0433317	-0.0398309	-0.0367897	-0.0343395	-0.032205	-0.0291851	-0.022145	-0.00418725	0.0382742	0.12898	0.302434	0.593035	1	
0	-0.00801937	-0.0159986	-0.0238034	-0.0313207	-0.03846	-0.0451446	-0.0513032	-0.0568609	-0.0617349	-0.0658332	-0.0690572	-0.071308	-0.0724965	-0.0725551	-0.0714517	-0.0692032	-0.0658869	-0.0616469	-0.0566938	-0.0512903	-0.0457162	-0.0401926	-0.0347332	-0.0288522	-0.0210083	-0.00759228	0.018764	0.0715636	0.172552	0.350304	0.629016	1	
0	-0.01005	-0.0197317	-0.0290104	-0.0378423	-0.0461809	-0.0539754	-0.0611658	-0.0676773	-0.0734175	-0.0782762	-0.0821292	-0.0848463	-0.0863028	-0.0863942	-0.0850522	-0.0822616	-0.0780728	-0.0726089	-0.0660632	-0.0586796	-0.0507076	-0.042314	-0.0334139	-0.0233574	-0.0103606	0.00947377	0.0436686	0.105232	0.213744	0.392799	0.659276	1	
0	-0.0120686	-0.0234279	-0.0341419	-0.0442405	-0.053729	-0.0625897	-0.0707802	-0.0782299	-0.0848389	-0.0904781	-0.094995	-0.0982224	-0.0999927	-0.100155	-0.0985952	-0.0952555	-0.0901498	-0.083373	-0.0750959	-0.0655426	-0.0549378	-0.0434063	-0.0307912	-0.0163275	0.0019244	0.0280029	0.0693665	0.138305	0.252277	0.430749	0.685231	1	
0	-0.01401	-0.0269668	-0.0390341	-0.0503195	-0.0608852	-0.0707526	-0.0799021	-0.0882709	-0.0957528	-0.1022	-0.107427	-0.111225	-0.113377	-0.113675	-0.111949	-0.108089	-0.102063	-0.0939316	-0.0838406	-0.0719964	-0.0586071	-0.0437724	-0.0272907	-0.00832666	0.0151426	0.0471851	0.0950494	0.170195	0.288099	0.464802	0.707801	1	
0	-0.0158109	-0.0302316	-0.0435281	-0.0558883	-0.0674357	-0.0782351	-0.0882933	-0.0975584	-0.105919	-0.113207	-0.119204	-0.123653	-0.126277	-0.126806	-0.125003	-0.120693	-0.113792	-0.104319	-0.0923916	-0.0782032	-0.0619544	-0.0437364	-0.023329	0.000134259	0.0287015	0.0663872	0.120134	0.200528	0.321231	0.495432	0.727592	1	
0	-0.0174081	-0.033108	-0.0474689	-0.0607615	-0.073173	-0.084814	-0.0957208	-0.105854	-0.1151	-0.123268	-0.130105	-0.1353	-0.138514	-0.139401	-0.137648	-0.133008	-0.125331	-0.114587	-0.100866	-0.0843488	-0.0652366	-0.043628	-0.0193073	0.00859007	0.0420901	0.085092	0.14417	0.229033	0.351695	0.522964	0.744997	1	
