33
0	-0.00104396	-0.000695168	-0.000458921	-0.000261543	-0.00010069	2.09907e-05	0.000103595	0.000151165	0.00017113	0.000172986	0.000166777	0.000161725	0.000165183	0.000181952	0.000213945	0.000260176	0.000316998	0.000378554	0.00043737	0.000485042	0.000512971	0.000513066	0.000478348	0.000403447	0.000285127	0.000123769	-7.28557e-05	-0.000278999	-0.000439269	-0.000465422	-0.000328841	1	
0	-0.00128028	-0.00136598	-0.00159066	-0.0020211	-0.00257217	-0.0031651	-0.00373991	-0.00425004	-0.00465822	-0.00493501	-0.00505887	-0.00501703	-0.00480657	-0.00443515	-0.00392134	-0.00329429	-0.00259291	-0.00186501	-0.00116696	-0.000564873	-0.000138982	6.51734e-06	-0.000276041	-0.00121244	-0.00316095	-0.00667537	-0.0124958	-0.0210714	-0.0296816	-0.0159982	0.156142	1	
0	-0.000512558	-0.0016167	-0.00312893	-0.00492734	-0.00684351	-0.00871979	-0.0104297	-0.0118776	-0.0129939	-0.0137301	-0.0140571	-0.0139641	-0.0134599	-0.0125729	-0.0113522	-0.00986646	-0.00820311	-0.00646686	-0.00477976	-0.00328441	-0.00215296	-0.00160565	-0.00194328	-0.00359498	-0.00716647	-0.0134059	-0.0227764	-0.0335411	-0.0345918	0.0197817	0.277666	1	
0	-0.000255643	-0.0023221	-0.00535983	-0.0088697	-0.0124899	-0.0159467	-0.0190381	-0.0216199	-0.0235931	-0.0248943	-0.0254893	-0.0253715	-0.0245619	-0.0231106	-0.0210972	-0.018631	-0.015849	-0.0129141	-0.0100143	-0.00736604	-0.00522365	-0.00389852	-0.00378816	-0.00540607	-0.00936672	-0.0161634	-0.0252316	-0.0318056	-0.0175904	0.0728335	0.364714	1	
0	-0.000569883	-0.00376817	-0.00843761	-0.0137747	-0.0192113	-0.0243454	-0.0288971	-0.0326775	-0.035563	-0.0374782	-0.0383851	-0.0382794	-0.0371913	-0.0351875	-0.0323737	-0.0288942	-0.0249301	-0.0206958	-0.0164365	-0.0124281	-0.00898359	-0.00646461	-0.00529633	-0.00596332	-0.00891657	-0.0141735	-0.0199952	-0.0190445	0.0112915	0.127429	0.429986	1	
0	-0.00142554	-0.00599672	-0.0123722	-0.0195408	-0.0267697	-0.0335464	-0.0395255	-0.0444818	-0.0482727	-0.0508128	-0.0520584	-0.0520033	-0.0506799	-0.0481642	-0.0445798	-0.0400983	-0.0349368	-0.0293522	-0.0236349	-0.0181039	-0.013106	-0.00901695	-0.00623772	-0.00515588	-0.00598591	-0.00823703	-0.00914656	0.000455016	0.0452352	0.17878	0.481588	1	
0	-0.00277546	-0.00894978	-0.0170786	-0.0260233	-0.0349426	-0.0432499	-0.0505567	-0.0566148	-0.0612693	-0.064425	-0.0660283	-0.0660633	-0.0645558	-0.0615814	-0.0572722	-0.051819	-0.0454669	-0.0385072	-0.0312654	-0.0240903	-0.0173445	-0.0113939	-0.006587	-0.00318748	-0.0011642	0.000432528	0.00518006	0.0234565	0.0805486	0.225867	0.524077	1	
0	-0.00454338	-0.0125104	-0.0224065	-0.0330323	-0.0434962	-0.0531806	-0.0616818	-0.0687453	-0.0742096	-0.0779683	-0.0799511	-0.0801225	-0.0784901	-0.075118	-0.0701376	-0.0637508	-0.0562247	-0.047879	-0.0390686	-0.0301645	-0.0215354	-0.0135266	-0.00642392	-0.000364837	0.00491031	0.0107467	0.021359	0.0478843	0.115376	0.268773	0.560038	1	
0	-0.00663863	-0.0165251	-0.0281584	-0.0403366	-0.0521731	-0.0630624	-0.0726154	-0.0805863	-0.0868122	-0.0911717	-0.093569	-0.0939363	-0.0922502	-0.0885515	-0.0829608	-0.0756842	-0.0670063	-0.0572731	-0.046867	-0.0361796	-0.025584	-0.0154033	-0.00586219	0.00302034	0.0117109	0.0218977	0.0383018	0.0725041	0.148823	0.307842	0.590992	1	
0	-0.00896108	-0.0208155	-0.0341023	-0.0476715	-0.060692	-0.0726106	-0.0830784	-0.0918721	-0.0988289	-0.103807	-0.106674	-0.107315	-0.105663	-0.101723	-0.0955935	-0.0874796	-0.0776801	-0.0665672	-0.0545529	-0.0420528	-0.0294481	-0.0170448	-0.00501321	0.00673594	0.0188585	0.0333478	0.055335	0.0966192	0.180486	0.343449	0.617879	1	
0	-0.0114007	-0.0251844	-0.0399831	-0.054751	-0.0687577	-0.0815358	-0.0927976	-0.10235	-0.110031	-0.115669	-0.119083	-0.120099	-0.118589	-0.114509	-0.107929	-0.0990445	-0.0881664	-0.0756942	-0.0620741	-0.0477521	-0.0331256	-0.0184916	-0.00397499	0.0106119	0.0261015	0.0447646	0.0720667	0.119856	0.210208	0.375942	0.641294	1	
0	-0.0138378	-0.0294218	-0.0455348	-0.0612831	-0.0760754	-0.0895555	-0.101511	-0.111783	-0.120204	-0.126566	-0.130627	-0.132138	-0.130899	-0.126805	-0.119885	-0.110317	-0.0984218	-0.0846285	-0.0694221	-0.0532872	-0.0366469	-0.0198001	-0.00283568	0.0145242	0.0332783	0.0559514	0.0882792	0.142024	0.237957	0.405637	0.661625	1	
0	-0.0161465	-0.0333148	-0.0504949	-0.0669872	-0.0823673	-0.096407	-0.108975	-0.119946	-0.129144	-0.136313	-0.141138	-0.143286	-0.14247	-0.138512	-0.131387	-0.121252	-0.10843	-0.0933778	-0.0766252	-0.0587037	-0.0400734	-0.0210457	-0.00168371	0.0183722	0.0402782	0.0667888	0.103852	0.163032	0.263758	0.432831	0.679121	1	
